Current Value of Stock,Expected Value of Stock,Error in expected value of stock,Percentage of portfolio,Percentage of sector,Positive,Negative,Neutral,Total,Neutral_Pos,Neutral_Neg,Sector of stock,Buy/Sell/Keep
0.3698682187947975,0.3767147527722541,0.044967556963937345,0.780566126362605,0.19157692552923317,0.8126500303127352,0.23541258694554795,0.23992797659239254,0.26025190234094586,0.6695402097069802,0.35659574274131767,IT,Buy
0.3898167498575107,0.3876099632613168,0.0,0.853698600917744,0.04496214040099483,0.7959827322767391,0.2904496077187272,0.19176232275489533,0.2570772964658875,0.6401413695421243,0.3830419934672681,IT,Buy
0.4055165028756973,0.3679935285988747,0.08133393692470337,0.5829043164866566,0.8178550130560436,0.5974173244305926,0.9190940254805304,0.2223722709880711,0.22787164450343977,0.2898990762243374,0.6761074597633314,IT,Sell
0.3940309849911048,0.37573730156055185,0.10389316432775153,0.6174981240673508,0.03834727925997006,0.6803317437245262,0.7910340252378143,0.24713031735313976,0.1972303072948689,0.43614880157992864,0.6631312817011416,IT,Keep
0.37615502858425853,0.4022717314368536,0.08653991247925333,0.07339280440728282,0.7072837890810975,0.5631411082535118,0.652850880551648,0.24172856178257932,0.34223866817043247,0.22944050647477288,0.42174495389327415,IT,Buy
0.40430750099310875,0.42088543597694583,0.04142145767315527,0.4334968293809677,0.2612094933855034,0.544446761217194,0.4384616734310692,0.21809588116137743,0.4266572160802543,0.1964662283812204,0.22672183347561636,IT,Buy
0.43315083162058055,0.44790016515554987,0.10125245208993722,0.03095440046022757,0.22826044127293327,0.5888380171253347,0.5066476471606567,0.22034661264911096,0.3666807744948172,0.2747663484332017,0.33104956515134015,IT,Buy
0.45475742240798644,0.47842023661060384,0.11566319601629796,0.21254047618162233,0.9533012894190172,0.9999999999999999,0.33451765533757005,0.21426963763223048,0.06724080054155746,1.0,0.6433785338094384,IT,Buy
0.486692343563792,0.5009437459975064,0.08940697148030871,0.7199597855228992,0.549501192642039,0.7919342824148307,0.31639139849724274,0.25275714607247357,0.2522999585740767,0.6330004562310023,0.39969704427662084,IT,Buy
0.5227896854867959,0.4924163268057571,0.08586087218952837,0.13854982376790861,0.9084427750688588,0.7582592419278699,0.21141705486518492,0.2601845599819942,0.31476435040378903,0.5736022783929922,0.27722456714207244,IT,Buy
0.5024957253147722,0.5235430921163506,0.11007997585634618,0.36091228484773286,0.4947881118700323,0.6492398507714872,0.5398387752843241,0.1942381273914022,0.304058832297314,0.3813069436270009,0.4245172992965083,IT,Buy
0.5276947788390125,0.5590768141831544,0.20107137467934247,0.08529112977347503,0.7707230011228319,0.7393907713301284,0.28283929008565767,0.242178708080126,0.3082656510384899,0.5403208700891213,0.3145819695159806,IT,Sell
0.5512703155494914,0.6005932117698607,0.3162818771691583,0.913683845958936,0.9293703943514233,0.7183681960723469,0.38546452843044854,0.2622102183209543,0.29368095181825715,0.5032399150043556,0.3749599260610126,IT,Buy
0.636954006114095,0.583218173851495,0.2067300437603746,0.33165354166417294,0.5886056552842378,0.6264079592076751,0.45952388511037273,0.22484807562457798,0.3493228547454531,0.34103460138555364,0.3340414119729043,IT,Sell
0.6183699200331609,0.5663908456638245,0.11211709672551762,0.3518662735139887,0.04571170343706599,0.8611973307819624,0.4020709644703737,0.19446320054017555,0.1653183473882971,0.7551710254425408,0.5456258336022406,IT,Sell
0.5867804279866664,0.5826620378172507,0.10781650822393368,0.2971743032864901,0.05382085549810062,0.7649472660241506,0.5737999801687113,0.36979518343461626,0.19353645464405655,0.5853990405916778,0.579463593160196,IT,Sell
0.617955405101988,0.5977451211702451,0.18915044514863533,0.5392639196562257,0.3605551958743491,0.5336860870039158,0.42725784899388936,0.2925950934053568,0.4394991910514342,0.17748586692257007,0.20576517991814425,IT,Sell
0.5923418366465742,0.6619114226970915,0.16478044363965852,0.5768754367007524,0.20182971903708175,0.6509035768201923,0.36199129125709795,0.30519918973666443,0.3592922887228197,0.384241529429592,0.28162880893636516,IT,Sell
0.6630166324116129,0.6886228049479257,0.3352950052814261,0.27444365615080235,0.8897018891451836,0.6329578347262769,0.5538810532762899,0.2655863155525546,0.31361427916771223,0.35258768833793264,0.418028995368264,IT,Buy
0.7264546883365861,0.7000994303818802,0.11317338162064436,0.7095125016684976,0.3267458818119207,0.5304184363331556,0.4974981386397113,0.2484807562457799,0.41993435934099066,0.17172217687654134,0.2593261581551665,IT,Keep
0.7146755557090796,0.7406383767568845,0.1199637845178819,0.20387027478745448,0.636178593425992,0.14659996995904204,0.15860676762851866,0.5777627729011928,0.8586385686969745,0.2288637732597225,0.019206068298728923,IT,Buy
0.7561443202818701,0.7682766523981264,0.1903576278859228,0.32656919299742626,0.03077208819684868,0.0,0.11140150196294904,1.0,0.9999999999999999,0.25965295027015256,0.0,IT,Buy
0.7857994093162233,0.7801830193130876,0.3133393692470208,0.12596731119918395,0.5218796634117997,0.5934730514550144,0.4510987464380926,0.2896691424713032,0.3803862997471045,0.28294191673003,0.29094785949856167,IT,Keep
0.7754192645814262,0.8323923961036774,0.12690508525728186,0.9963952845260182,0.25804037078342207,0.6228369541502647,0.6341948794699808,0.5104659014179608,0.296744956310682,0.33473583558176423,0.4722465596752986,IT,Buy
0.8585467797371285,0.7751356634871418,0.5207484532971187,0.9217112348331695,0.3136678890469368,0.528351010408791,0.41512131496559673,0.4478955660589692,0.4479632867797442,0.16807551956161193,0.1900192633505014,IT,Keep
0.8476657627938307,0.8369763052344203,0.5906141542175953,0.5579162043187395,0.38768537660796815,0.6086038301420318,0.7274251180803344,0.6230024758046364,0.27930350379240754,0.30963054635846454,0.5324498986113101,IT,Keep
0.9036080070467538,0.7450032019953485,1.0,0.5552882626462283,0.94538792831991,0.678133317818226,0.597683198021578,0.5320729237002025,0.2607314434514566,0.4322710781664505,0.5033778534815314,IT,Sell
0.7744693345308205,0.7492669115912234,0.652482269503547,0.2573147320103678,0.7627528532750645,0.6310159048196664,0.7157544300654133,0.3216295295971191,0.263710326491421,0.3491623888795261,0.547612840890122,IT,Sell
0.7033800238346084,0.8010718258114533,0.3027010713746798,0.8003790432648058,0.5094483199019402,0.6886187744097461,0.469617814047707,0.22822417285617824,0.2925015652092614,0.4507659932824992,0.4107047584608159,IT,Buy
0.8545743449800514,0.7289089622164555,0.5891806247170668,0.9762840684120488,0.15975708307307485,0.6572989930974205,0.49662023757264834,0.2219221246905244,0.3108851240039826,0.39552217134982937,0.39821662276473985,IT,Sell
0.8211886215651394,0.6718965924028448,0.8438961822845932,0.10385595862447197,0.025168895146968684,0.8977213558457932,0.5327901138098441,0.28201665541300924,0.09219608225128795,0.8195944234468104,0.6921822158559431,IT,Sell
0.7241575847596675,0.7042704506387141,0.33257884412252975,0.7730053442132654,0.4306403128837722,0.6733153311888441,0.47264392320759346,0.3571910871033086,0.3047238571080816,0.4237728069693012,0.3963290248142398,IT,Keep
0.7089241610390509,0.746014358421248,0.22989286253206737,0.42047596268913634,0.0,0.7142277519554813,0.6698577820134799,0.30790006752194465,0.20663323075288498,0.49593673637634006,0.6018223474657453,IT,Buy
0.7456432753588145,0.7939263204017664,0.3242794628036833,0.7845687949961396,0.777200198897791,0.7090516319481779,0.39684288346729896,0.3029484582489309,0.29808328736340395,0.4868067667531786,0.3739679053376422,IT,Buy
0.7807388728648161,0.8540479962250163,0.19903425381017276,0.8363752489926981,0.17522047642707267,0.6774811819869447,0.48437094372430795,0.2595093405356741,0.2973977283893704,0.4311207995173132,0.41045522744509344,IT,Buy
0.8854729788079243,0.8350129765074659,0.10200694130074081,0.5090772250427817,0.31368780106628075,0.7748792372162548,0.5880430637397556,0.25568309700652714,0.18044015648663514,0.602917682963586,0.6019815596842207,IT,Sell
0.8690305532047182,0.8424112710236278,0.2758412554700477,0.9942433303342761,0.373588187370885,0.601390481795429,0.6958646786013869,0.1928876884987621,0.2955750306100541,0.2969071838412036,0.4988316159864338,IT,Keep
0.8502392096581979,0.8871380902625638,0.14222121623660863,0.7264268242166618,0.13985159477378034,0.650759061124931,0.5745855515141016,0.30227323880261087,0.29167851085534824,0.3839866234564029,0.4544632081849773,IT,Buy
0.916751584656039,0.8974181805925379,0.1588954277953836,0.18421037335117027,0.8723868856456489,0.7016194507773188,0.45893750394301785,0.3612424037812289,0.28470233089475905,0.473697412984712,0.41631837134146565,IT,Keep
0.9346448125183506,0.9102430145943581,0.058699260600574836,0.8706195446980081,0.295683608502659,0.7445136760127015,0.5149039839145171,0.2694125590817016,0.22990929536929594,0.5493569751385119,0.5090556263155358,IT,Buy
0.9346102696074194,0.9404176076038966,0.07635430813339447,0.053379056640697475,0.7426386423701512,0.7118947413528213,0.5362059825184127,0.23677695250956562,0.25122860346644005,0.49182162391705675,0.4904994692511234,IT,Sell
0.9585485068826751,0.9449088273955986,0.10449675569639441,0.06265085875312812,0.21363695246998343,0.646293526117681,0.5434682321881816,0.2565833896016205,0.3054411436511021,0.3761100288430954,0.42422888309747564,IT,Buy
0.9849738337449698,0.9411001381913784,0.08284291534631227,1.0,0.9178108790752864,0.701161361820879,0.5917779801723595,0.2689624127841549,0.24277046978924932,0.4728894065530411,0.5239100487018844,IT,Sell
0.976355377467659,0.9201102160504235,0.3604194960012082,0.059350209050971214,0.35100286220903226,0.7156116418251905,0.5888820280845817,0.3146522619851452,0.23124185000290032,0.4983777293313758,0.537452971499233,IT,Keep
0.9661479472875178,0.8883430516700934,0.30421004979628874,0.17465837018533356,0.4755206403131252,0.6247883044079754,0.8580177184949684,0.24983119513841998,0.22374750707186009,0.3381777512544899,0.656523992737869,IT,Sell
0.8892899704658108,0.9292106238835149,0.29168552889693866,0.7588766174686953,0.1726851885578758,0.6395728698039789,0.5559527737430838,0.2646860229574612,0.307254206517548,0.36425570786420924,0.4269932345872397,IT,Buy
0.9327104095062089,0.9738616063905092,0.06345254262864264,0.9109244285855174,0.6466661606615638,0.6621758453209258,0.40752792818491324,0.3076749943731713,0.33507012307008,0.40412427342521173,0.3310858530746808,IT,Buy
1.0000000000000002,0.9744345950318518,0.1333182435491193,0.6339282921154688,0.30985772521750193,0.8269567486832786,0.3450531960715364,0.29124465451271664,0.2129897819027765,0.694775309346457,0.46155459582607383,IT,Keep
0.9884626677490111,1.0,0.02950052814244985,0.36822696131909516,0.3710788793047625,0.6596445632212546,0.5350891392959698,0.23722709880711232,0.2966067842919561,0.3996594370912314,0.4321005523891237,IT,Buy
0.024475524475524146,0.027336990680749018,0.03675881749174005,0.9884457611042261,0.2818006608895378,0.0,0.11463380574659054,0.5216115261472786,1.0,0.3268471387746492,0.061886684592898644,IT,Keep
0.014763014763015114,0.0,0.06157299315354524,0.537011243938841,0.14952091676731083,0.43570039355798784,0.11533569209000616,0.2625400213447172,0.6194592873967489,0.3262862318472297,0.06229127563113446,IT,Keep
0.0,0.048287849277971695,0.060445076078006435,0.3732314921343917,0.23438911594868317,0.5505765774814796,0.39981134095186877,0.37406616862326575,0.3933448419103337,0.2915919172691226,0.3652284844111934,IT,Buy
0.02136752136752218,0.06186710947987617,0.00856089060332492,0.7984701035059195,0.9123947925959478,0.4832712011445909,0.026117554499588802,0.3623265741728922,0.6174185427147264,0.3975841624658887,0.010862922229194716,IT,Buy
0.052059052059052036,0.0886376510207727,0.044090278482724496,0.24945417943845688,0.12197821423491184,0.8161979862390164,0.11959026561393094,0.2129135538954109,0.2855215026621686,0.7102802710174123,0.34417735982775977,IT,Buy
0.08469308469308512,0.0945543286801751,0.23076055448403598,0.0,0.49416364316059924,0.3073850736083713,0.13665412367782676,0.2838847385272145,0.7220062970708375,0.3092497846846738,0.07457994095507048,IT,Keep
0.09421134421134525,0.10551473155742475,0.04239840286942116,0.9823984389093092,0.5786751027909388,0.40812867711554557,0.1518098659722693,0.37513340448239063,0.6273831311027732,0.297138199332865,0.08331622364195584,IT,Keep
0.09090909090909172,0.10221691122267806,0.0886542821371805,0.9411352776881401,0.31729737401384717,0.4482466270861206,0.31729283833358757,0.2636072572038421,0.5191563864944065,0.16489385976233262,0.178706208396753,IT,Keep
0.10567210567210594,0.12879346333211927,0.0017933881501050325,0.7856807863219754,0.43463947862390284,0.7093609256639734,0.05672610067035733,0.2609391675560299,0.40657047559366133,0.5418773052297314,0.1502315077259625,IT,Keep
0.12043512043512017,0.20755317250316185,0.16872511532952145,0.2996813034588352,0.894544502324958,0.5487716471295084,0.10030560023634699,0.2577374599786553,0.5274333650534003,0.33829740353406357,0.05362742210997978,IT,Buy
0.16588966588966692,0.25546856207273905,0.08864300296642479,0.6347862431459738,0.9809834084315209,0.337247532264512,0.06210728407043181,0.4212913553895411,0.7289282305006638,0.36882327034514284,0.03160862014665891,IT,Buy
0.23892773892773977,0.25411063605254647,0.02886339796298458,0.8825526648349086,0.9647291445089589,0.5549708617462986,0.17634427885495574,0.304162219850587,0.4883808206209669,0.29851845098997365,0.11259675316449413,IT,Keep
0.2637917637917635,0.10958850961799715,0.1360155201389608,0.7339165671390036,0.9078914100997398,0.5875412897904316,0.13627509705919166,0.2876200640341516,0.4776852416468259,0.34985790801063543,0.1034342706556512,IT,Sell
0.12121212121212199,0.11036446734381933,0.10556175909947128,0.5551031441191837,0.8953905996148378,0.3655868228013214,1.0,0.5386872998932765,0.28923544038913407,0.0,0.8468366125044924,IT,Keep
0.11577311577311633,0.11599016085603608,0.15067844212093612,0.4263877300909085,0.8167264309146177,0.5216774469781164,0.26124266535511986,0.29455709711846323,0.479873098556998,0.24603937904636575,0.17261935320749067,IT,Buy
0.12665112665112677,0.12239181209407768,0.04127048579388558,0.7652607887219963,0.0,0.47222751811935726,0.2907775297335966,0.29215581643543226,0.5099600084634891,0.18608334875560417,0.16342188731506868,IT,Buy
0.10334110334110314,0.12093689135815922,0.16082969580076595,0.9853322893559213,0.8501639184581681,0.7387588791555654,0.1642482214559432,0.3452508004268944,0.33334314721098435,0.5882161180857344,0.3076152213910176,IT,Buy
0.1274281274281277,0.1466404910260497,0.022039499655985992,0.7694415646373656,0.006006309711452107,0.33787854946461937,0.28579357307552256,0.2841515474919957,0.6294097403774673,0.1900662356950411,0.16054896605405694,IT,Sell
0.13986013986014,0.29601235324699626,0.456343969591357,0.019809317012393565,0.23102263098585973,0.43583180926887477,0.13830163684096397,0.24119530416221985,0.609183545235861,0.3079331881638614,0.07552962328958795,IT,Keep
0.2198912198912204,0.456441613060921,0.39430853043684244,0.8402887032233124,0.316381896417972,0.39438269375359447,0.2499110849522631,0.47572038420490936,0.5959751510548105,0.21874142746411507,0.13986508573573364,IT,Buy
0.3986013986013983,0.5792369231724255,0.209318850878085,0.251339373751866,0.659550771718289,0.48876185454212717,0.25490133242332025,0.524546424759872,0.511403776222911,0.21475351281921218,0.14274163323421257,IT,Buy
0.5543900543900548,0.5757451134062217,0.39205269628576805,0.5308199611008506,0.639961263268452,0.4084728082067849,0.18971235708595058,0.4898612593383138,0.6103132260233314,0.2668487397593491,0.10516450203526817,IT,Keep
0.630924630924631,0.5561521808291889,0.2668539009012066,0.14001484885996063,0.05681818397998484,0.4613109092758064,0.5959626195837787,0.39461045891141944,0.3844606371536169,0.15088603124097344,0.48987151696049536,IT,Sell
0.5442890442890445,0.7646908196441462,0.2578305642969123,0.5849174879582136,0.49062958433925097,0.41013487865893483,0.3194511913541702,0.8636606189967984,0.5514610807804733,0.16316903043120967,0.1799503561105088,IT,Buy
0.7913752913752914,0.7669216981058877,0.27249348627889086,0.5943823266831224,0.7784347963491375,0.6120730255622105,0.181910757866654,0.8697972251867664,0.43608565724894655,0.3885262974033361,0.18393828517463334,IT,Keep
